-181.221, 71.214, 1.863,  7.606
-181.218, 71.152, 1.869,  7.639
-181.215, 71.089, 1.875,  7.672
-181.213, 71.026, 1.881,  7.705
-181.211, 70.963, 1.887,  7.738
-181.209, 70.900, 1.893,  7.771
-181.207, 70.837, 1.901,  7.804
-181.205, 70.773, 1.908,  7.837
-181.202, 70.709, 1.914,  7.870
-181.200, 70.645, 1.920,  7.903
-181.199, 70.581, 1.926,  7.936
-181.197, 70.516, 1.932,  7.969
-181.195, 70.452, 1.938,  8.002
-181.194, 70.387, 1.945,  8.035
-181.193, 70.322, 1.951,  8.068
-181.192, 70.256, 1.957,  8.101
-181.191, 70.191, 1.963,  8.134
-181.190, 70.125, 1.969,  8.167
-181.190, 70.059, 1.975,  8.200
-181.190, 69.993, 1.981,  8.233
-181.190, 69.927, 1.988,  8.266
-181.190, 69.860, 1.994,  8.299
-181.189, 69.794, 2.002,  8.332
-181.189, 69.727, 2.009,  8.365
-181.188, 69.659, 2.015,  8.398
-181.188, 69.592, 2.022,  8.431
-181.188, 69.524, 2.028,  8.464
-181.188, 69.457, 2.034,  8.497
-181.188, 69.389, 2.041,  8.530
-181.189, 69.320, 2.047,  8.563
-181.189, 69.252, 2.053,  8.596
-181.190, 69.183, 2.060,  8.629
-181.191, 69.114, 2.066,  8.662
-181.191, 69.045, 2.073,  8.695
-181.193, 68.976, 2.079,  8.728
-181.194, 68.906, 2.086,  8.761
-181.195, 68.837, 2.092,  8.794
-181.196, 68.767, 2.100,  8.827
-181.197, 68.696, 2.107,  8.860
-181.198, 68.626, 2.113,  8.893
-181.199, 68.555, 2.120,  8.926
-181.200, 68.484, 2.127,  8.959
-181.201, 68.413, 2.133,  8.992
-181.202, 68.342, 2.140,  9.025
-181.204, 68.270, 2.147,  9.058
-181.205, 68.199, 2.153,  9.091
-181.207, 68.127, 2.160,  9.124
-181.209, 68.055, 2.167,  9.157
-181.211, 67.982, 2.174,  9.190
-181.213, 67.910, 2.180,  9.223
-181.215, 67.837, 2.187,  9.256
-181.217, 67.764, 2.195,  9.289
-181.218, 67.690, 2.202,  9.322
-181.220, 67.617, 2.209,  9.355
-181.222, 67.543, 2.215,  9.388
-181.223, 67.469, 2.222,  9.421
-181.225, 67.395, 2.229,  9.454
-181.227, 67.320, 2.236,  9.487
-181.229, 67.245, 2.243,  9.520
-181.231, 67.170, 2.250,  9.553
-181.234, 67.095, 2.257,  9.586
-181.236, 67.020, 2.264,  9.619
-181.238, 66.944, 2.271,  9.652
-181.241, 66.868, 2.278,  9.685
-181.243, 66.792, 2.285,  9.718
-181.245, 66.716, 2.293,  9.751
-181.247, 66.639, 2.300,  9.784
-181.250, 66.563, 2.307,  9.817
-181.252, 66.486, 2.314,  9.850
-181.254, 66.408, 2.321,  9.883
-181.256, 66.331, 2.328,  9.916
-181.258, 66.253, 2.336,  9.949
-181.261, 66.175, 2.343,  9.982
-181.263, 66.097, 2.350, 10.015
-181.265, 66.018, 2.357, 10.048
-181.268, 65.939, 2.364, 10.081
-181.270, 65.860, 2.372, 10.114
-181.273, 65.781, 2.379, 10.147
-181.276, 65.702, 2.386, 10.180
-181.278, 65.622, 2.394, 10.213
-181.280, 65.542, 2.401, 10.246
-181.282, 65.462, 2.408, 10.279
-181.285, 65.382, 2.416, 10.312
-181.287, 65.301, 2.423, 10.345
-181.289, 65.220, 2.431, 10.378
-181.291, 65.139, 2.438, 10.411
-181.294, 65.057, 2.445, 10.444
-181.296, 64.976, 2.453, 10.477
-181.298, 64.894, 2.460, 10.510
-181.301, 64.812, 2.468, 10.543
-181.303, 64.729, 2.476, 10.576
-181.305, 64.646, 2.483, 10.609
-181.307, 64.564, 2.491, 10.642
-181.309, 64.480, 2.498, 10.675
-181.312, 64.397, 2.506, 10.708
-181.314, 64.313, 2.514, 10.741
-181.316, 64.229, 2.521, 10.774
